Index  ,Expanded ,Fringe ,Depth ,Path
s35:h1 ,      23 ,    43 ,    9 ,"['down', 'down', 'left', 'up', 'right', 'right', 'up', 'left', 'left']"
s35:h2 ,      14 ,    27 ,    9 ,"['down', 'down', 'left', 'up', 'right', 'right', 'up', 'left', 'left']"
s35:h3 ,      14 ,    27 ,    9 ,"['down', 'down', 'left', 'up', 'right', 'right', 'up', 'left', 'left']"
s35:h4 ,      14 ,    27 ,    9 ,"['down', 'down', 'left', 'up', 'right', 'right', 'up', 'left', 'left']"
s36:h1 ,      21 ,    41 ,    9 ,"['up', 'left', 'left', 'down', 'down', 'right', 'up', 'up', 'left']"
s36:h2 ,       9 ,    18 ,    9 ,"['up', 'left', 'left', 'down', 'down', 'right', 'up', 'up', 'left']"
s36:h3 ,       9 ,    18 ,    9 ,"['up', 'left', 'left', 'down', 'down', 'right', 'up', 'up', 'left']"
s36:h4 ,       9 ,    18 ,    9 ,"['up', 'left', 'left', 'down', 'down', 'right', 'up', 'up', 'left']"
s37:h1 ,      67 ,   114 ,   11 ,"['down', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up']"
s37:h2 ,      20 ,    38 ,   11 ,"['down', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up']"
s37:h3 ,      17 ,    31 ,   11 ,"['down', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up']"
s37:h4 ,      31 ,    58 ,   11 ,"['down', 'down', 'left', 'up', 'up', 'right', 'down', 'down', 'left', 'up', 'up']"
s38:h1 ,      23 ,    43 ,    9 ,"['right', 'right', 'up', 'left', 'down', 'down', 'left', 'up', 'up']"
s38:h2 ,      14 ,    27 ,    9 ,"['right', 'right', 'up', 'left', 'down', 'down', 'left', 'up', 'up']"
s38:h3 ,      14 ,    27 ,    9 ,"['right', 'right', 'up', 'left', 'down', 'down', 'left', 'up', 'up']"
s38:h4 ,      14 ,    27 ,    9 ,"['right', 'right', 'up', 'left', 'down', 'down', 'left', 'up', 'up']"
s39:h1 ,      11 ,    23 ,    7 ,"['right', 'down', 'right', 'up', 'left', 'up', 'left']"
s39:h2 ,       9 ,    20 ,    7 ,"['right', 'down', 'right', 'up', 'left', 'up', 'left']"
s39:h3 ,       9 ,    20 ,    7 ,"['right', 'down', 'right', 'up', 'left', 'up', 'left']"
s39:h4 ,       9 ,    20 ,    7 ,"['right', 'down', 'right', 'up', 'left', 'up', 'left']"
s40:h1 ,      20 ,    37 ,    9 ,"['right', 'down', 'left', 'up', 'right', 'right', 'up', 'left', 'left']"
s40:h2 ,      13 ,    26 ,    9 ,"['right', 'down', 'left', 'up', 'right', 'right', 'up', 'left', 'left']"
s40:h3 ,      13 ,    26 ,    9 ,"['right', 'down', 'left', 'up', 'right', 'right', 'up', 'left', 'left']"
s40:h4 ,      13 ,    26 ,    9 ,"['right', 'down', 'left', 'up', 'right', 'right', 'up', 'left', 'left']"
s41:h1 ,      29 ,    55 ,    8 ,"['left', 'up', 'right', 'up', 'right', 'down', 'left', 'left', 'up']"
s41:h2 ,      21 ,    39 ,    8 ,"['left', 'up', 'right', 'up', 'right', 'down', 'left', 'left', 'up']"
s41:h3 ,      21 ,    39 ,    8 ,"['left', 'up', 'right', 'up', 'right', 'down', 'left', 'left', 'up']"
s41:h4 ,      21 ,    39 ,    8 ,"['left', 'up', 'right', 'up', 'right', 'down', 'left', 'left', 'up']"
s42:h1 ,      63 ,   107 ,   11 ,"['up', 'right', 'down', 'down', 'left', 'up', 'right', 'right', 'up', 'left', 'left']"
s42:h2 ,      22 ,    41 ,   11 ,"['up', 'right', 'down', 'down', 'left', 'up', 'right', 'right', 'up', 'left', 'left']"
s42:h3 ,      22 ,    41 ,   11 ,"['up', 'right', 'down', 'down', 'left', 'up', 'right', 'right', 'up', 'left', 'left']"
s42:h4 ,      36 ,    64 ,   11 ,"['up', 'right', 'down', 'down', 'left', 'up', 'right', 'right', 'up', 'left', 'left']"
s43:h1 ,      28 ,    51 ,    9 ,"['right', 'up', 'left', 'up', 'left', 'down', 'right', 'up', 'left']"
s43:h2 ,      15 ,    32 ,    9 ,"['right', 'up', 'left', 'up', 'left', 'down', 'right', 'up', 'left']"
s43:h3 ,      14 ,    29 ,    9 ,"['right', 'up', 'left', 'up', 'left', 'down', 'right', 'up', 'left']"
s43:h4 ,      14 ,    29 ,    9 ,"['right', 'up', 'left', 'up', 'left', 'down', 'right', 'up', 'left']"
s44:h1 ,     158 ,   277 ,   13 ,"['down', 'right', 'right', 'up', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'left', 'up']"
s44:h2 ,      56 ,   101 ,   13 ,"['down', 'right', 'right', 'up', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'left', 'up']"
s44:h3 ,      56 ,   101 ,   13 ,"['down', 'right', 'right', 'up', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'left', 'up']"
s44:h4 ,      73 ,   130 ,   13 ,"['down', 'right', 'right', 'up', 'up', 'left', 'left', 'down', 'down', 'right', 'up', 'left', 'up']"
s45:h1 ,      29 ,    51 ,    9 ,"['up', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'left']"
s45:h2 ,      20 ,    35 ,    9 ,"['up', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'left']"
s45:h3 ,      20 ,    35 ,    9 ,"['up', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'left']"
s45:h4 ,      20 ,    35 ,    9 ,"['up', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'left']"
s46:h1 ,      27 ,    47 ,    9 ,"['down', 'left', 'up', 'left', 'down', 'right', 'up', 'left', 'up']"
s46:h2 ,      16 ,    29 ,    9 ,"['down', 'left', 'up', 'left', 'down', 'right', 'up', 'left', 'up']"
s46:h3 ,      16 ,    29 ,    9 ,"['down', 'left', 'up', 'left', 'down', 'right', 'up', 'left', 'up']"
s46:h4 ,      16 ,    29 ,    9 ,"['down', 'left', 'up', 'left', 'down', 'right', 'up', 'left', 'up']"
s47:h1 ,       5 ,    12 ,    5 ,"['left', 'up', 'right', 'up', 'left']"
s47:h2 ,       5 ,    12 ,    5 ,"['left', 'up', 'right', 'up', 'left']"
s47:h3 ,       5 ,    12 ,    5 ,"['left', 'up', 'right', 'up', 'left']"
s47:h4 ,       5 ,    12 ,    5 ,"['left', 'up', 'right', 'up', 'left']"
s48:h1 ,       3 ,     9 ,    3 ,"['left', 'up', 'left']"
s48:h2 ,       3 ,     9 ,    3 ,"['left', 'up', 'left']"
s48:h3 ,       3 ,     9 ,    3 ,"['left', 'up', 'left']"
s48:h4 ,       3 ,     9 ,    3 ,"['left', 'up', 'left']"
s49:h1 ,       5 ,    10 ,    5 ,"['down', 'left', 'left', 'up', 'up']"
s49:h2 ,       5 ,    10 ,    5 ,"['down', 'left', 'left', 'up', 'up']"
s49:h3 ,       5 ,    10 ,    5 ,"['down', 'left', 'left', 'up', 'up']"
s49:h4 ,       5 ,    10 ,    5 ,"['down', 'left', 'left', 'up', 'up']"
s50:h1 ,      14 ,    28 ,    7 ,"['right', 'down', 'left', 'up', 'right', 'up', 'left']"
s50:h2 ,       9 ,    20 ,    7 ,"['right', 'down', 'left', 'up', 'right', 'up', 'left']"
s50:h3 ,       9 ,    20 ,    7 ,"['right', 'down', 'left', 'up', 'right', 'up', 'left']"
s50:h4 ,       9 ,    20 ,    7 ,"['right', 'down', 'left', 'up', 'right', 'up', 'left']"
s51:h1 ,       7 ,    15 ,    7 ,"['right', 'down', 'down', 'left', 'up', 'left', 'up']"
s51:h2 ,       7 ,    15 ,    7 ,"['right', 'down', 'down', 'left', 'up', 'left', 'up']"
s51:h3 ,       7 ,    15 ,    7 ,"['right', 'down', 'down', 'left', 'up', 'left', 'up']"
s51:h4 ,       7 ,    15 ,    7 ,"['right', 'down', 'down', 'left', 'up', 'left', 'up']"
s52:h1 ,      13 ,    26 ,    7 ,"['up', 'right', 'right', 'down', 'left', 'left', 'up']"
s52:h2 ,       7 ,    15 ,    7 ,"['up', 'right', 'right', 'down', 'left', 'left', 'up']"
s52:h3 ,       7 ,    15 ,    7 ,"['up', 'right', 'right', 'down', 'left', 'left', 'up']"
s52:h4 ,       7 ,    15 ,    7 ,"['up', 'right', 'right', 'down', 'left', 'left', 'up']"
s53:h1 ,      18 ,    34 ,    7 ,"['left', 'up', 'left', 'down', 'right', 'up', 'left']"
s53:h2 ,      12 ,    26 ,    7 ,"['left', 'up', 'left', 'down', 'right', 'up', 'left']"
s53:h3 ,      12 ,    26 ,    7 ,"['left', 'up', 'left', 'down', 'right', 'up', 'left']"
s53:h4 ,      12 ,    26 ,    7 ,"['left', 'up', 'left', 'down', 'right', 'up', 'left']"
s54:h1 ,      20 ,    37 ,    9 ,"['down', 'right', 'up', 'left', 'down', 'down', 'left', 'up', 'up']"
s54:h2 ,      13 ,    26 ,    9 ,"['down', 'right', 'up', 'left', 'down', 'down', 'left', 'up', 'up']"
s54:h3 ,      13 ,    26 ,    9 ,"['down', 'right', 'up', 'left', 'down', 'down', 'left', 'up', 'up']"
s54:h4 ,      13 ,    26 ,    9 ,"['down', 'right', 'up', 'left', 'down', 'down', 'left', 'up', 'up']"
s55:h1 ,      21 ,    38 ,    9 ,"['right', 'right', 'down', 'left', 'up', 'right', 'up', 'left', 'left']"
